ROAD,TOWN,POSTCODE,USE,X,Y
RAILWAY COTTAGES,LIMAVADY,BT49 9NU,RESIDENTIAL,263707,427063
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263724,427248
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,COMMERCIAL,263730,427300
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,COMMERCIAL,263730,427300
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263734,427318
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263738,427324
CARROWCLARE ROAD,LIMAVADY,BT49 9EA,RESIDENTIAL,263753,426311
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263754,426588
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,263776,426559
CARROWCLARE ROAD,LIMAVADY,BT49 9EA,RESIDENTIAL,263803,426476
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,263803,426570
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263822,427539
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,263833,426507
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,263852,426580
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,263870,426505
CARROWCLARE ROAD,LIMAVADY,BT49 9EA,RESIDENTIAL,263893,426299
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,263904,426508
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,COMMERCIAL,263922,427609
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,COMMERCIAL,263922,427609
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263922,427637
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263925,427822
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,263928,427647
CARROWCLARE ROAD,LIMAVADY,BT49 9EA,RESIDENTIAL,263932,425899
CARROWCLARE ROAD,LIMAVADY,BT49 9EA,RESIDENTIAL,263958,426104
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264012,427825
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264064,427848
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264089,427919
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,264113,426540
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264120,427954
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,264133,426532
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,264143,426535
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,264148,426537
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264153,428063
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264244,428218
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264247,428149
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264268,428205
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264328,428335
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264439,428403
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264603,428628
CARROWCLARE ROAD,LIMAVADY,BT49 9EB,RESIDENTIAL,264645,428688
BROIGHTER ROAD,LIMAVADY,BT49 9DY,UNKNOWN,264740,425679
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,264839,426328
BROIGHTER ROAD,LIMAVADY,BT49 9DY,RESIDENTIAL,264852,425476
BROIGHTER ROAD,LIMAVADY,BT49 9DY,RESIDENTIAL,264950,425845
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,265085,430253
LOMOND ROAD,LIMAVADY,BT49 9DZ,UNKNOWN,265162,426137
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,265181,426166
LOMOND ROAD,LIMAVADY,BT49 9DZ,RESIDENTIAL,265258,426146
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,265385,430285
SEACOAST ROAD,LIMAVADY,BT49 0JY,RESIDENTIAL,265667,431004
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,265905,430292
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,265974,430310
CARROWCLARE ROAD,LIMAVADY,BT49 9ED,UNKNOWN,266017,427892
CARROWCLARE ROAD,LIMAVADY,BT49 9ED,RESIDENTIAL,266023,427882
BURNALLY ROAD,LIMAVADY,BT49 9DP,UNKNOWN,266078,425400
SEACOAST ROAD,LIMAVADY,BT49 9EG,COMMERCIAL,266086,426103
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266097,425693
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266099,427165
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266103,427491
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266110,425926
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266110,427632
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266111,425425
CHERRYVALE PARK,LIMAVADY,BT49 9AH,RESIDENTIAL,266111,425996
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266113,426021
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266113,426040
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266119,427471
SEACOAST ROAD,LIMAVADY,BT49 9EG,COMMERCIAL,266133,426112
CARROWCLARE ROAD,LIMAVADY,BT49 9ED,RESIDENTIAL,266137,427836
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266144,426493
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266148,427467
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266151,427019
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266152,426529
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266152,427461
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266155,426550
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266165,427438
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266169,427431
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266203,427450
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266176,426007
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266176,426016
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266177,426025
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266177,426043
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266178,426037
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266178,426049
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266178,426055
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266179,426061
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266184,426090
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266185,426072
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266185,426078
LOMOND PARK,LIMAVADY,BT49 9EQ,RESIDENTIAL,266185,426084
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266187,427359
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266187,427359
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266187,427389
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266190,427380
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266206,425248
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266211,425199
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266221,426224
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266221,427040
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266238,426559
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266241,425153
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266241,426594
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266242,425103
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266242,427078
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266244,427296
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266249,425078
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266249,427342
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266252,426702
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266257,425053
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266289,430475
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266294,430347
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266295,430612
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266340,430146
SEACOAST ROAD,LIMAVADY,BT49 9DW,COMMERCIAL,266341,424967
SEACOAST ROAD,LIMAVADY,BT49 9EG,RESIDENTIAL,266341,427039
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,UNKNOWN,266343,430140
SEACOAST ROAD,LIMAVADY,BT49 0JY,RESIDENTIAL,266369,430856
SEACOAST ROAD,LIMAVADY,BT49 0HZ,RESIDENTIAL,266391,429886
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,UNKNOWN,266404,429977
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,266417,427864
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266420,430470
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266460,430473
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266464,425006
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266557,424904
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266578,430535
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266588,430663
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,266593,427869
SEACOAST ROAD,LIMAVADY,BT49 0JY,RESIDENTIAL,266599,430884
SCOTCHTOWN ROAD,LIMAVADY,BT49 0JA,RESIDENTIAL,266618,430596
SEACOAST ROAD,LIMAVADY,BT49 0JY,RESIDENTIAL,266716,430915
SEACOAST ROAD,LIMAVADY,BT49 9DW,RESIDENTIAL,266727,424891
SEACOAST ROAD,LIMAVADY,BT49 0JB,RESIDENTIAL,266745,430617
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,266746,427985
SEACOAST ROAD,LIMAVADY,BT49 0JB,COMMERCIAL,266806,430541
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,266876,430702
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,266886,428393
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,266891,428416
SEACOAST ROAD,LIMAVADY,BT49 0HZ,RESIDENTIAL,266901,430166
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,266983,428621
SEACOAST ROAD,LIMAVADY,BT49 0HZ,COMMERCIAL,267027,429939
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267029,425935
SEACOAST ROAD,LIMAVADY,BT49 0HZ,RESIDENTIAL,267029,429950
SEACOAST ROAD,LIMAVADY,BT49 0JX,RESIDENTIAL,267034,430434
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,267036,429592
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,267045,429091
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267048,430804
SEACOAST ROAD,LIMAVADY,BT49 0HZ,RESIDENTIAL,267058,430015
SEACOAST ROAD,LIMAVADY,BT49 0HZ,RESIDENTIAL,267058,430015
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267093,430830
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267100,430827
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,267117,428825
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267162,431036
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267176,431057
DOWLAND ROAD,LIMAVADY,BT49 0HR,COMMERCIAL,267182,425366
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267186,431072
DUNCRUN ROAD,LIMAVADY,BT49 0JD,RESIDENTIAL,267197,431089
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267208,425571
DUNCRUN ROAD,LIMAVADY,BTXX XXX,UNKNOWN,267226,431125
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267231,425818
SEACOAST ROAD,LIMAVADY,BT49 9EF,RESIDENTIAL,267306,429073
DOWLAND PARK,LIMAVADY,BT49 0EJ,RESIDENTIAL,267364,425236
DOWLAND ROAD,LIMAVADY,BT49 0HR,COMMERCIAL,267370,425283
DOWLAND PARK,LIMAVADY,BT49 0EJ,RESIDENTIAL,267372,425219
DOWLAND PARK,LIMAVADY,BT49 0EJ,RESIDENTIAL,267378,425196
DOWLAND PARK,LIMAVADY,BT49 0EJ,RESIDENTIAL,267383,425168
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267391,425248
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267403,425222
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267421,425201
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267439,425082
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267443,426679
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267446,426685
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267471,426701
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267472,426706
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267487,426724
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267489,426729
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267503,426749
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267504,426757
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267516,426776
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267520,426782
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267613,426991
DOWLAND ROAD,LIMAVADY,BT49 0HR,UNKNOWN,267630,425363
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267646,424958
DOWLAND ROAD,LIMAVADY,BT49 0HR,UNKNOWN,267646,425040
DOWLAND ROAD,LIMAVADY,BT49 0HT,RESIDENTIAL,267675,427069
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267677,429376
DOWLAND ROAD,LIMAVADY,BT49 0HT,UNKNOWN,267757,427073
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267785,428996
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267851,425116
AGHANLOO ROAD,LIMAVADY,BT49 0HX,RESIDENTIAL,267853,426689
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267855,425138
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267855,425148
AGHANLOO ROAD,LIMAVADY,BT49 0HX,RESIDENTIAL,267862,426668
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267866,425117
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267868,429416
AGHANLOO ROAD,LIMAVADY,BT49 0HY,UNKNOWN,267870,428432
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267876,425179
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267881,428071
AGHANLOO ROAD,LIMAVADY,BT49 0HY,UNKNOWN,267881,428378
AGHANLOO ROAD,LIMAVADY,BT49 0HY,COMMERCIAL,267882,428365
AGHANLOO ROAD,LIMAVADY,BT49 0HY,COMMERCIAL,267882,428365
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267887,425180
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267890,428583
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267894,425088
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267894,425116
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267894,425126
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267895,425099
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267896,425143
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267896,428276
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267896,428282
GRANNAGH PARK,LIMAVADY,BT49 0JR,RESIDENTIAL,267897,425153
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267921,425130
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267924,425124
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267924,425141
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267925,429089
AGHANLOO ROAD,LIMAVADY,BT49 0HX,UNKNOWN,267926,426613
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267927,425068
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267928,425118
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,267928,425188
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267929,425145
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267931,425112
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267933,427567
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267934,425106
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267935,425148
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267936,425063
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267937,425099
AGHANLOO ROAD,LIMAVADY,BT49 0HY,COMMERCIAL,267939,428745
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267940,425094
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267940,425152
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267943,425088
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267943,427817
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267946,425082
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267950,425067
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267950,425156
THE LONGLANDS,LIMAVADY,BT49 0LX,RESIDENTIAL,267950,428494
AGHANLOO ROAD,LIMAVADY,BT49 0HY,COMMERCIAL,267954,427521
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267956,425155
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267960,427713
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267963,425154
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267963,425154
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267963,425154
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267963,425154
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267963,425154
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267963,425154
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267963,425154
THE LONGLANDS,LIMAVADY,BT49 0LX,RESIDENTIAL,267964,428431
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267968,428391
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267979,425060
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267980,425041
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267988,425092
THE LONGLANDS,LIMAVADY,BT49 0LX,RESIDENTIAL,267988,428501
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267989,425036
DOWLAND ROAD,LIMAVADY,BT49 0HR,UNKNOWN,267989,425245
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267990,425099
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267993,425105
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,267996,425060
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,267997,425110
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,267999,427664
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268000,425031
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268002,425056
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268006,425120
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268006,425120
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268006,425120
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268006,425120
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268009,425026
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268009,425053
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268009,425126
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268013,425131
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268014,425080
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268015,425050
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268015,425136
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268017,425142
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268019,425077
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268020,425048
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268020,425146
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268024,425020
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268026,425044
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268032,425076
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,268032,427543
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268033,425016
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268033,425041
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268035,425082
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268036,425140
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268038,425039
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268041,425136
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268043,425098
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268044,425035
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268046,425134
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268047,425103
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268049,425108
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268050,425010
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268051,425114
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268052,425060
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268052,425131
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268057,425022
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268058,425057
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268064,425085
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268069,425082
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268074,425048
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268074,425080
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268075,424995
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268079,425077
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268082,425008
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268085,425075
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268086,425044
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268090,425071
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268094,424983
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268095,425069
DOWLAND ROAD,LIMAVADY,BT49 0HR,UNKNOWN,268096,424938
DOWLAND ROAD,LIMAVADY,BT49 0HR,UNKNOWN,268096,424938
LILAC AVENUE,LIMAVADY,BT49 0JU,RESIDENTIAL,268101,425066
LILAC AVENUE,LIMAVADY,BT49 0HS,RESIDENTIAL,268105,424979
AGHANLOO ROAD,LIMAVADY,BT49 0HY,RESIDENTIAL,268115,427554
AGHANLOO ROAD,LIMAVADY,BT49 0HY,UNKNOWN,268115,428407
AGHANLOO ROAD,LIMAVADY,BT49 0HX,UNKNOWN,268161,425257
AGHANLOO ROAD,LIMAVADY,BT49 0HX,RESIDENTIAL,268201,425905
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,268218,424874
AGHANLOO ROAD,LIMAVADY,BT49 0HX,RESIDENTIAL,268220,426028
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,268228,424849
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,268234,424847
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,268242,424832
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,268246,424828
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,268255,424817
DOWLAND ROAD,LIMAVADY,BT49 0HR,RESIDENTIAL,268259,424813
WINDYHILL ROAD,ARTIKELLY,BT49 0RA,RESIDENTIAL,268295,424831
AGHANLOO ROAD,LIMAVADY,BT49 0HX,UNKNOWN,268304,425616
AGHANLOO ROAD,LIMAVADY,BT49 0HX,UNKNOWN,268304,425616
